employee_id,age,gender,education_level,marital_status,city_tier,department,employment_type,years_at_company,years_in_current_role,years_since_last_promotion,team_size,performance_score,performance_last_year,performance_two_years_ago,manager_rating,peer_feedback_score,projects_completed,kpi_achievement_percent,innovation_score,leadership_score,problem_solving_score,avg_monthly_hours,overtime_hours,tasks_completed,deadline_adherence_rate,meeting_hours_per_month,remote_work_ratio,training_hours_last_year,certifications_count,skill_assessment_score,cross_department_projects,mentoring_sessions,salary,salary_increase_percent,bonus_last_year,stock_options,attendance_rate,late_days,employee_engagement_score,job_satisfaction_score,internal_mobility_score,promoted
75722,48,Male,Bachelor,Married,Tier1,Marketing,Full-time,11,2,4,14,61.5690492006594,59.350350951968096,55.62125788581021,2.431891272082201,3.371183889897564,5,50.89787448462065,65.89631388795672,62.07115466400935,38.5607831060144,129.1402920749225,24.083350456416795,34.512607238141,0.8849234487242984,31.186974771144484,0.0786137119536639,46.59228151951653,4,61.07960006427439,0,4,127269.6039219636,8.791641494574408,9801.495297391786,6289.31476599396,1.0,3,81.65729955452827,52.15996503864226,42.68772707065641,0
80185,54,Male,Master,Married,Tier3,Engineering,Full-time,6,4,2,17,44.90920845605173,54.966106721763175,54.88088959508741,1.5569201377610222,2.6315557408962995,8,45.82164186075373,64.72059578683591,43.40865669466984,58.367776457318094,155.0581778406143,29.15165559472929,45.03956647145342,0.9164481191805086,21.51004586476037,0.0992986334267319,34.67124521122945,2,66.60037064675225,2,2,104196.21692074636,5.366243296837162,7868.086928110892,2130.1014596291657,0.8598537859996521,4,51.0031888017585,75.00182769632879,71.53102565277464,0
19865,40,Female,PhD,Married,Tier1,HR,Full-time,1,0,1,12,84.72762303300689,81.15698448177224,73.67207216160821,3.3172656814632857,4.956313394990101,2,100.0,76.95566089914482,49.00604993949785,77.33148401045955,118.55676757616926,27.110602781258383,22.29822684970141,0.885284547821203,26.645293043989227,0.3335436083942159,54.08426124962914,2,69.13637036915273,3,5,75473.74391802157,8.49310665359707,11717.18272220654,5478.818107199976,0.8953684315770319,0,81.84626289371771,64.0566408018136,35.30672719041971,0
76700,37,Female,Bachelor,Married,Tier2,Finance,Full-time,4,3,4,17,40.0,40.0,40.11169978769594,2.573478749112507,2.593444258787337,2,46.04396843370223,74.21745735591884,49.99887792945484,68.81027519779119,185.54845436629984,9.343257384151354,21.20853673116023,0.8978708005138447,10.70073575941946,0.0809787290848001,24.81371316889936,2,82.5010445158416,1,4,110146.16781030476,5.512436964157532,6678.307270742243,3860.03273983707,0.9304450985850712,1,78.78996126547793,45.038233965389566,52.01225006727227,0
92992,59,Female,Bachelor,Married,Tier2,Support,Full-time,3,3,2,17,56.06103013608799,57.08267546643812,60.95708655587771,2.0858619195853207,3.229290537142882,1,59.60848356407669,81.07477441152412,55.826076143527445,41.20708070651595,141.93181267277154,20.41898683405873,24.197508796988405,0.7434996582123107,15.024307855096977,0.1598534237173012,30.54954365687572,8,71.19999601910253,4,4,70457.94137294372,7.584844399513962,8571.098535663597,5398.242703818689,0.9727050230308604,0,75.2108203828963,47.6865551387651,66.13537096075837,0
76435,49,Female,Bachelor,Married,Tier2,Engineering,Full-time,4,2,0,12,77.25476259502142,64.73581234819716,61.215670241022806,3.9813731515348607,3.159896880223229,6,75.47924486092722,79.27046061963313,68.26089728029048,67.52952787185043,153.86634274169285,17.69500185517034,52.020554134549656,0.7295028212905538,48.53050056550738,0.3478331798967808,38.93440826041434,3,63.58294114916871,2,7,127410.68067452098,5.92059495879866,10345.669036833771,5888.808239768432,0.92002554594767,1,74.20305234636437,61.802662017738015,36.92009029623333,1
84005,44,Male,Bachelor,Single,Tier1,Engineering,Full-time,6,5,0,17,77.57280127402504,76.68124135566114,59.4469962528532,3.134754007054981,4.375138587215899,10,77.96284509615599,28.813817745326265,39.54774280663638,42.80265345873558,185.0879907062412,29.469281317263224,62.3002918739194,0.7709126950121369,20.2111190331886,0.3678828567146823,36.16913921161015,1,44.0540796272154,3,0,161893.90057490615,8.082607064309151,13548.84726565162,5068.916335307266,0.9615340533418965,1,59.73846124240697,82.26144365812185,22.148765728923763,0
80918,25,Female,Bachelor,Married,Tier1,Support,Full-time,3,1,2,15,61.62263196540357,51.36713759588415,50.67816846068047,2.9043572042419146,3.42052126259701,1,59.23684042496963,83.98457968387358,54.37430256557213,41.969839494264,180.51822123894692,11.109088282958451,16.18843364427088,0.775648932700877,20.332091833566025,0.2079675134273095,30.352994414970617,3,65.05882862988743,1,0,85495.10895188723,6.657110853504566,9465.314628491293,4570.23345584876,0.9891842519982206,2,76.3423789499872,87.58172868345797,57.35538105725831,0
60768,35,Male,Master,Single,Tier1,Marketing,Full-time,10,5,7,17,73.60482833820971,69.32645982178778,44.08456354568125,3.74519548928494,4.310918970993761,4,70.61587436935214,100.0,61.06934986123307,56.683363809424094,141.77408673562144,0.0,29.438678189845547,0.7907619068865893,21.09650843574443,0.17182543314783,46.80198770638552,1,93.00175224988998,5,0,135592.85203042784,1.133021414183725,9761.92906527108,4414.319510995636,0.9997531519505938,2,67.97257955088494,59.45666769197287,20.271383165490303,0
50075,22,Female,Master,Married,Tier1,Operations,Full-time,11,3,7,17,78.09540796612062,77.18899838460783,72.04847083151513,2.893705255232103,4.459953728194462,8,68.30348982329065,42.06909400123425,64.48095132463615,46.20757899777088,156.68573154302413,14.05384006742541,45.30821102746201,0.8128748071274274,23.853349061269444,0.1370015444054699,20.477331892490305,3,49.14627644642236,1,3,129916.48164552976,6.691751886471224,10914.289556480917,6319.517457605612,0.8956996963672559,1,69.97690177477986,67.81452432261445,63.256676989919946,0
27702,37,Female,Master,Single,Tier2,Sales,Full-time,8,2,7,3,69.00836300262831,73.82392181490094,67.3906422338866,3.210406192981938,3.501387591373561,6,69.0115131583393,61.3134195188476,65.64173028305527,46.455259150650726,175.93577974279685,16.04046081568948,38.16716015995091,0.7324485391202905,25.28807555370483,0.1142224971905843,34.34332261069651,2,69.86204661530975,2,4,124625.09139270334,7.924595154803162,11416.5306173142,8267.074140169449,0.9622261603688118,2,69.07382025237027,87.17410141455478,36.12268465688821,0
42142,24,Female,PhD,Married,Tier1,Operations,Full-time,5,0,1,12,54.98076210890268,55.87603207991157,53.33959852373051,2.995019221285237,3.230690993059645,30,59.49513843696227,100.0,47.69194130275562,69.02520908832281,238.1920635071642,20.579281494072838,43.4575542775983,0.7827578498148342,19.438533574313144,0.5659135006609248,163.86305011298234,1,92.29764878601824,3,3,179750.56124362088,6.814955867126178,8397.299653167205,4964.055734304408,0.8800420283808479,0,88.61902203007125,65.15495455098717,74.36996821933937,0
45081,32,Male,Master,Married,Tier2,Sales,Full-time,7,4,4,3,76.13667126654032,76.59864019117333,69.85519152046784,3.306622495657469,3.5525142544953066,4,79.37504489879088,35.644105411940515,60.98234927399426,51.46269091626942,165.21407289306802,12.348584147483702,38.14601757361831,0.8523203710886755,20.9896138951081,0.2706651909830717,58.797478535662464,1,41.85017211876534,2,2,117572.66915446892,6.906336241988655,11518.931876743376,4760.384932988716,0.9746113051002148,0,71.19902069633166,68.71096571143407,45.07240704621452,0
16639,32,Male,Master,Married,Tier2,Sales,Full-time,10,6,7,7,65.85582857426031,56.052230026882015,65.20003976705009,3.147686767046926,3.7615863905462663,7,51.69729694870933,95.29274836209026,80.04442740276102,57.69759090755301,166.65815624043125,9.383793735072445,50.06967249113556,0.8358851682969742,31.542680318612312,0.3391891038155334,31.020045310781,1,87.57206770497561,1,0,118616.26946247889,4.513198350918793,7393.308355294217,7403.114321430812,0.9240413520305027,0,71.9782214363152,40.395156415641765,70.17432909256274,0
20425,34,Male,PhD,Single,Tier3,Sales,Full-time,8,5,4,7,77.96052502359045,76.46910906784771,78.95928051541198,4.311259069824665,3.859071254227703,5,72.29033103143676,82.9176074797084,78.43567025209234,54.77440820902408,143.83527204592292,7.698847567962259,35.25422592627579,0.8403404876550109,40.99660234057544,0.2690415307185256,47.8771515204019,4,79.01997008950667,1,1,112739.66939274564,11.509311190332747,12081.387026669378,8709.147197232822,0.9702909141100302,2,79.03478682746102,62.60762381892527,72.55857119947783,0
88703,22,Male,Bachelor,Single,Tier2,HR,Contract,1,1,1,10,63.48245826327798,64.70299125809473,53.54050973332991,3.0126735427939946,3.8774733822149168,5,72.82955040165645,86.7189986603162,47.52957273172596,71.59839922880124,171.81868671576467,21.42469737772573,44.943800854013055,0.805296907030134,40.29773878807909,0.1847015212094317,36.88394775924807,2,83.53751521985865,1,2,49651.77763601822,6.932704063011935,9465.746266494916,5174.295548611221,0.9434651168591514,1,60.81751233560976,82.97923948126284,76.19445529853543,0
150,45,Male,Bachelor,Married,Tier2,Support,Full-time,6,1,6,17,65.21545695108958,57.99181211158081,64.98572413889903,3.057788012904173,3.27923131787991,3,68.42063393844309,71.61451913050585,61.7826615048228,75.30886702672943,144.18994888008174,13.516509019236908,24.513215850658504,0.769958409705239,13.62138799924752,0.1340980001894274,49.4372114294804,1,87.93135630206807,1,6,77057.51844219706,7.026541506313878,10293.905738423426,5909.659758216862,0.9106537442604052,1,90.82147899783166,67.63953859777257,89.39988208858517,0
1762,56,Female,Bachelor,Married,Tier1,Finance,Full-time,3,0,3,16,83.99898634356873,83.5479035931852,73.38365231206242,3.809707222389113,4.230483078244484,0,80.35454265370099,62.405809093124105,79.31069837906242,59.905180840366334,138.4038446101476,0.0,7.928023815741369,0.6881790205124814,19.327363729198623,0.5282466761800033,57.96608012884463,5,74.5128200365069,0,5,111587.25549601874,7.255954864091976,12606.672080269956,8022.234508488191,0.9056295607930211,3,55.27040577458264,55.71816584336527,77.0750403961957,0
63121,23,Female,Bachelor,Single,Tier3,Marketing,Full-time,11,2,10,10,61.86041468736645,60.501833801678856,59.301400105153135,3.377115646077108,3.127091984306333,10,64.64133093186047,97.17757138384668,67.35247770734429,63.330450967813576,178.42002170933068,27.876344172319623,68.37792716774915,0.7281241900929536,30.727328366283235,0.4271346172985482,52.57109662566045,1,87.32052852105976,1,4,103633.30226036996,6.344295367436967,13045.455278622298,6339.198333545972,0.9528510959093808,2,59.00515979438586,44.5416409528208,77.74727613741067,0
69162,42,Female,Bachelor,Single,Tier2,Sales,Full-time,1,1,1,13,71.81614748475037,79.52820906870157,90.93460385852696,3.146549309786399,2.441555867444864,7,71.74000526743491,39.44268433266951,67.71861452893029,43.69402594764917,176.8207142680617,17.687973960479148,50.91648500245469,0.7348171554379676,12.170105943623144,0.2019095292086303,35.11496197131436,2,68.83351399062458,4,4,92416.8886956002,4.860630852224495,9168.796835381574,5843.736154426515,0.914804211815996,1,69.23081529607889,49.72838852424441,26.812197839531212,0
64884,51,Male,Bachelor,Single,Tier3,Engineering,Full-time,6,3,0,12,65.55494939668144,56.82918045309957,68.18691733055127,2.845018572173913,3.813054189588478,7,76.10115195623897,54.64872825623266,52.320629283077714,42.11694181846242,177.49488722530137,22.446488774425724,49.87875874636181,0.8669067406191674,17.10152530748335,0.1598562281173718,33.43755776660233,0,59.19155048560636,1,0,113545.71148923942,5.481954961119219,10217.46861563262,5317.971164604544,0.9123371049763788,3,73.49726511512732,75.2665888479843,15.736140325561289,1
2496,42,Female,Master,Single,Tier1,Operations,Full-time,4,1,1,6,56.95110645474574,63.6414732459486,60.77596718647258,2.6057354983998637,2.85305652227456,6,48.15205741534988,48.127271809048914,62.83653350342252,68.58614681995812,159.45807723604912,32.75368911899089,40.58121904930311,0.8309082970566835,28.181193118494345,0.3937767765407686,31.408927858625027,1,56.45805844856133,1,4,72398.68767299491,6.9814298317484,9785.356662002445,6529.326852797059,0.8709025362799757,0,55.83183214069414,53.51404062076424,68.72480649810352,0
80297,57,Female,Bachelor,Single,Tier3,Finance,Contract,5,3,4,18,88.50576291122998,84.1730609826941,72.91433776384554,4.8972866243996656,4.593142850155607,6,88.37422113909489,74.70005781339651,75.46415032338798,83.87785497035546,181.2088650379602,13.255108842941112,35.7133157503909,0.7283703412683904,35.27586994472761,0.3769871233991168,50.469232456042114,4,78.86742094111821,2,1,93876.10525570124,5.771113153655817,15068.05046401807,6394.457376906281,0.9876511157531256,1,45.699263042910175,64.1782957674516,43.88985603550976,0
19448,52,Male,Bachelor,Single,Tier2,Marketing,Full-time,2,2,0,16,46.46134327581445,43.29089705930568,62.181849572342976,1.3434618252241153,2.577758789378384,9,51.21512353121815,75.16482548046359,74.76253140176458,50.71706974103262,189.2182288819969,16.473557711603064,55.70490021186084,0.8689356670975974,25.25803036256801,0.1907994086415434,55.03023789321641,0,81.8326985810131,0,5,77984.00983682019,5.075333308664835,5209.850858216087,5562.570817841186,0.9448201849894844,0,86.42263877886042,58.55897156857923,0.0,0
41332,27,Male,Master,Single,Tier1,Engineering,Full-time,5,3,0,3,57.74046918380439,48.58897984971231,43.927780007615766,2.499163368016097,2.7712332127404453,7,58.14294840263307,65.93970126633678,59.30513625425614,50.26747233535449,175.95780650650633,19.16631975539553,50.07191745150206,0.8189621356721258,26.125019138235587,0.6188648404715628,45.0601287409654,3,69.48068399727832,0,7,122749.62127034084,7.73353628923296,8814.256459470296,6206.731434073932,0.9591243675936388,1,61.947551056788704,79.67092005231706,33.276664077806444,0
14889,25,Female,Bachelor,Single,Tier2,Operations,Full-time,4,1,4,9,68.36770984082416,62.93422451345044,58.57274235112736,2.682343186859103,2.8439737795980697,8,75.13057399346644,54.69070544479709,49.79437000841924,42.92440906523238,183.2115232989649,28.09093321315018,44.19947760740134,0.7064881679088443,17.32093424769351,0.1313642372818573,23.507262695359454,3,68.39572868546638,1,2,108842.47912061845,9.519251359410037,10097.276017265747,5227.159050104992,0.9266886516147108,3,55.89984864046525,60.76610574115668,59.11885701400788,0
88637,54,Female,Bachelor,Single,Tier3,Support,Contract,2,1,1,13,90.13916972147776,84.83365019280461,70.92077721759004,4.347776706690287,3.5750934908297967,4,91.82340026561953,62.9099400906471,56.05947761777047,61.791320261849854,191.67236088003767,26.070502106972818,28.45916460479554,0.7523886329185752,37.63823237237912,0.1225532385552849,58.43007261576304,2,65.59798884362067,4,1,64001.09873682328,9.620265611737912,12296.324452576277,6299.235404646486,0.9397115692864326,1,66.17684517867285,93.97312409019496,42.64669645439293,0
94893,34,Female,Master,Single,Tier2,Finance,Full-time,6,0,1,8,78.37842513697085,74.24910120245765,70.30953004986378,3.230084508819316,3.364725294710533,6,73.2149077018469,40.23796599242525,44.38852371316702,30.565035031299413,151.65886632508617,18.07364626813856,45.85629076460286,0.7751389956215062,25.660465468792808,0.2202838354456594,34.02411369937764,3,51.89799851812707,1,2,135564.29611779837,11.249752705947948,9201.225217285686,4670.526936828788,0.862273175091766,3,76.08798633869607,67.40609233503352,39.18487225841588,0
92732,34,Male,Bachelor,Married,Tier1,Sales,Contract,3,3,2,18,67.18326267714873,66.25378431339425,60.90818352332301,2.992619614506314,3.464194785369636,8,57.58923388311741,62.96213251042205,48.32794599848612,68.6222153144474,173.67505998990043,13.44533431630472,49.296455429441984,0.818847173873679,14.532600011515036,0.4265301922546854,46.55100480535919,1,56.91302310384425,3,3,111982.78059283196,6.39663094345257,9512.26572677541,4415.541182040954,0.9808545136864256,3,57.25408586190371,80.88509881197784,59.88120504573482,0
29131,49,Male,Master,Married,Tier1,HR,Full-time,4,2,1,12,69.89356361342261,64.64986939507921,54.27549907443,3.245098217800016,2.960442533807072,1,59.29260412511716,55.80254003210312,66.81272935843121,52.25361852269812,123.37682600500229,22.551280744150745,16.453678578936994,0.7489078251611335,28.922155809826,0.5936950855284472,46.704812153600045,3,67.25471606215928,2,2,58694.54983343085,6.439333885625211,12121.39215086537,6911.900305962372,0.923988108631698,2,48.68821333356097,44.0172379824673,64.86628055978646,0
79023,48,Male,Bachelor,Single,Tier1,Operations,Full-time,2,0,2,17,87.76384802972362,80.7158989448917,71.53663492890897,4.014372766882634,4.416592888215325,7,79.28903906176895,48.63817226346377,67.20365684092071,43.47220525220645,174.6336339632799,26.88649755850507,49.06141592013128,0.6825901261816973,5.0,0.1378317082154372,40.84524341471745,0,44.69685778096776,2,3,77232.51509777542,7.990111177408026,13729.481276483846,5569.960857507855,0.9523369913974182,5,53.03427975434852,66.45071686080182,59.47048227148562,0
84937,58,Male,Bachelor,Single,Tier1,HR,Full-time,2,0,1,10,97.07670632697372,81.51613106947015,77.7709460394221,4.534009033715543,4.318523422335683,5,100.0,52.68794426762793,70.83092019252803,50.8514866993221,163.96010090197112,15.127152417523035,41.2164837717721,0.7901846809313625,37.94154688508098,0.351661102186413,38.57279798941831,0,64.88979257279304,3,4,81599.42808183176,9.58464342077104,13583.354863141976,5276.647505196096,0.873487903083329,1,90.29957269505324,95.04513934399662,28.01443335799943,1
